Index,Doc Type,Length,Content
615,The_Vegan_Society,91,Organisation: The Vegan Society URL: https://www.vegansociety.com/ Page Title: fashion page
616,The_Vegan_Society,1599,"Vegan Fashion | Vegan Clothes | Vegan Makeup | Vegan Haircare | Skip to main content Donate Join Members' Area News News Blog Events Competitions Media Press releases Statistics Spokespeople Market insights Vegan insight panel Plant milk market Meat alternative market Go Vegan Definition of veganism Why go vegan? Go vegan for animals Go vegan for the environment Go vegan for your health How many animals would I save? The honey industry How to go vegan Meal planning Take the Vegan Pledge VeGuide App - Go Vegan the Easy Way Get Involved Become a Member Campaigns Donate Donate Today Leaving A Gift In Your Will Giving in Loving Memory Raise funds Run for The Vegan Society Walk for The Vegan Society Collection tins Fundraising ideas Shop ethically with our affinity partners Vegan and Thriving 77 Challenge Volunteer Volunteer Roles Volunteer Profiles Apply Community Network Grants Join our newsletter Our work with policy makers Our Manifesto for Veganism Planting Value in the Food System How We Influence Policy COP27 Policy Briefing Climate Crisis Research Research News Research Advisory Committee Researcher Network On the Pulse Webinars Publications Research Day 2024: Vegan Pasts, Presents and Futures Empathy Index International Rights Network About the IRN IRN Blog What rights do vegans have? Veganism in the workplace Currently experiencing problems? International Vegan Rights Conference 2024 Veganise your town Business Discount list Wholesale opportunities Offer a competition World Vegan Month Lifestyle Nutrition and health Nutrition overview Nutrients Life stages Bone health"
617,The_Vegan_Society,1206,"and Futures Empathy Index International Rights Network About the IRN IRN Blog What rights do vegans have? Veganism in the workplace Currently experiencing problems? International Vegan Rights Conference 2024 Veganise your town Business Discount list Wholesale opportunities Offer a competition World Vegan Month Lifestyle Nutrition and health Nutrition overview Nutrients Life stages Bone health Vegan Supplementation Medications Allergen labelling Nutrition Network Fuelling an active lifestyle Vegan and Thriving Recipes Fashion Vegan shoes Vegan tattoos Food and drink Sandwich and wrap fillings Vegan-friendly options in UK chains Vegan on a budget Shopping Trademark search Lists of vegan items in UK supermarkets Social Travel Publications and video The Vegan magazine Books Leaflets Family Vegan-Inclusive Education School Vegan-Inclusive Education Resources Resources for vegan families Visiting animal sanctuaries Teen Hub The Vegan Pod General FAQs Vegan Trademark Shop VEG 1 Vegan Supplements Gifts & Accessories Donate now Donate Join Fashion You are here Home » Lifestyle » Fashion Compassion in fashion In a vegan society, the fashion industry, like all other industries, would be animal-free"
618,The_Vegan_Society,1344,". With gorgeous alternatives to leather, suede, fur, wool, pearls, and silk readily available at a great price, it’s time for vegans to lead the way in a new trend. Out with the old... and in with the new! If you're a keen fashionista, veganism should be right up your street. There are plenty of options, whether you're looking for winter boots, comfortable yet smart shoes, or stilettos with heels so high they should only be worn in taxis. And you don't have to go to specialist shops: check out our article on vegan shoes for more. Make the call More and more vegan clothing retailers are popping up online, while existing retailers are offering up vegan alternatives to gothic leather jackets, walking boots and more. If you’re wondering whether your favourite designer or retail store has a vegan range, why not call up and ask? The more we demonstrate demand, the more likely it is companies will provide us with increased vegan options. In the meantime, most mainstream high street stores offer wool-free cardigans and non-leather jackets, so you don't have to jump for the expensive option. Get the vegan look Look for products with the Vegan Trademark, the international mark guaranteeing no animal products and no animal testing carried out on behalf of the manufacturer. You can use our Vegan Trademark search to find vegan products"
619,The_Vegan_Society,1540,". Get the vegan look Look for products with the Vegan Trademark, the international mark guaranteeing no animal products and no animal testing carried out on behalf of the manufacturer. You can use our Vegan Trademark search to find vegan products. Why not buy your next pair of fashionable items from fashionistas Grendene and their brands, Blowfish Malibu or FreeRangers, along with a stylish bag from Monsoon's Accessorize? Easy vegan fashion? It’s possible, it’s affordable and completely ethical if you know where to look. The good news is that many brands are already using alternatives to leather, fur and wool. The bad news is that it can be hard to find them. If you’ve ever spent hours searching among labels to find your perfect wool-free cardigan, it’s time to contact the company and ask them to register their products with the Vegan Trademark. This will also work if the company currently do not offer anything vegan: let’s demonstrate demand! If you’re just looking for cheap vegan-friendly clothing, remember your local high street shop will offer non-animal derived alternatives: just check the label. Our article on vegan-friendly shoes in high street shops may help. Lifestyle Nutrition and health Recipes Fashion Vegan shoes Vegan tattoos Food and drink Shopping Social Travel Publications and video Family Vegan-Inclusive Education Teen Hub The Vegan Pod General FAQs Uncovering the Parallels: Bioessentialism, Queer Identity and the Denial of Animal Sentience Exploring the intersections of prejudice and pseudoscience"
620,The_Vegan_Society,1076,". Lifestyle Nutrition and health Recipes Fashion Vegan shoes Vegan tattoos Food and drink Shopping Social Travel Publications and video Family Vegan-Inclusive Education Teen Hub The Vegan Pod General FAQs Uncovering the Parallels: Bioessentialism, Queer Identity and the Denial of Animal Sentience Exploring the intersections of prejudice and pseudoscience. (Read more) Building Compassionate Communities: Volunteering with The Vegan Society’s Community Network Volunteering Coordinator, Katy Malkin, highlights the impact of The Vegan Society’s Community Network across the UK.... (Read more) Sign-up for our newsletter Join our newsletter to receive monthly competitions, offers and information on all things vegan. Join Twitter Facebook Google Plus You Tube Instagram Contact Us Media About Us Site Map Privacy & Cookie Policy Jobs Reg. Charity No: 279228 (England and Wales) and SC049495 (Scotland) | Company Reg. No: 01468880 and 12377572 (England and Wales) | VAT Registration No. 361 7274 92 Copyright © 1944 - 2022 The Vegan Society Reg. Charity No: 279228 Company Reg"
621,The_Vegan_Society,1594,. No: 01468880 Copyright © 1944 - 2025 The Vegan Society News News Blog Events Past events Submit an event Competitions Media Press releases Statistics Treatment of animals Worldwide growth of veganism Environment and sustainability Business and food sales The Vegan Trademark Health Beauty and household Fashion and textiles Families and children Spokespeople Market insights Vegan insight panel Plant milk market Meat alternative market Go Vegan Definition of veganism Why go vegan? Go vegan for animals Go vegan for the environment Go vegan for your health How many animals would I save? About the Veganalyser The honey industry How to go vegan Meal planning Take the Vegan Pledge Pledge testimonials VeGuide App - Go Vegan the Easy Way Get Involved Become a Member Campaigns Play Fair with Plant Milk Our campaign work so far Plant milk discrimination Share your experience of plant milk discrimination Help us change these discriminatory initiatives Conscious Choices Live Vegan for Less Blogs Recipe Hub Cost Comparison Research Catering for Everyone Vegan and Thriving Vegan & Thriving Recipes The Facts What Health Professionals Say Get Involved Thriving stories Perfect pairings Vegan Vote Climate Emergency Grow Green For campaigners For policy-makers For farmers Veganuary Vegan on the Go Planes Trains Make more medicines vegan The Future is Vegan Donate Donate Today Leaving A Gift In Your Will Giving in Loving Memory Raise funds Run for The Vegan Society Walk for The Vegan Society Collection tins Fundraising ideas Shop ethically with our affinity partners Vegan and Thriving 77
622,The_Vegan_Society,1597,"Climate Emergency Grow Green For campaigners For policy-makers For farmers Veganuary Vegan on the Go Planes Trains Make more medicines vegan The Future is Vegan Donate Donate Today Leaving A Gift In Your Will Giving in Loving Memory Raise funds Run for The Vegan Society Walk for The Vegan Society Collection tins Fundraising ideas Shop ethically with our affinity partners Vegan and Thriving 77 Challenge Volunteer Volunteer Roles Volunteer Profiles Apply Community Network Grants Grant application form FAQs Working with the media Join our newsletter Our work with policy makers Our Manifesto for Veganism Planting Value in the Food System Fix food and farming What should our food strategy look like? How We Influence Policy COP27 Policy Briefing Climate Crisis Research Research News Research Advisory Committee Researcher Network On the Pulse Webinars Publications Research Day 2024: Vegan Pasts, Presents and Futures Empathy Index International Rights Network About the IRN IRN Blog What rights do vegans have? Veganism in the workplace Currently experiencing problems? International Vegan Rights Conference 2024 Veganise your town Business Discount list Wholesale opportunities Offer a competition World Vegan Month Lifestyle Nutrition and health Nutrition overview Nutrients Protein Calcium Iron Vitamin B12 Omega-3 fat Iodine Selenium Zinc Vitamin A Vitamin D Vitamin K VEG 1 nutrition FAQs What Every Vegan Should Know About Vitamin B12 Life stages Pregnancy and breastfeeding Under-fives 5-10 year olds 11-18 year olds Older adults Bone health Vegan Supplementation Medications Allergen"
623,The_Vegan_Society,1204,World Vegan Month Lifestyle Nutrition and health Nutrition overview Nutrients Protein Calcium Iron Vitamin B12 Omega-3 fat Iodine Selenium Zinc Vitamin A Vitamin D Vitamin K VEG 1 nutrition FAQs What Every Vegan Should Know About Vitamin B12 Life stages Pregnancy and breastfeeding Under-fives 5-10 year olds 11-18 year olds Older adults Bone health Vegan Supplementation Medications Allergen labelling Nutrition Network Fuelling an active lifestyle Vegan and Thriving Recipes Fashion Vegan shoes Vegan tattoos Food and drink Sandwich and wrap fillings Vegan-friendly options in UK chains Vegan on a budget Shopping Trademark search Lists of vegan items in UK supermarkets Social Travel Publications and video The Vegan magazine Advertise with us Books Leaflets Family Vegan-Inclusive Education School Lesson Resources Vegan-Inclusive Education Resources Resources for vegan families Visiting animal sanctuaries Teen Hub The Vegan Pod General FAQs Vegan Trademark Blogs and news Vegan Trademark standards Alternatives to animal testing Vegan Trademark events Past events FAQs Vegan Trademark insights hub Trademarked products search Shop VEG 1 Vegan Supplements Gifts & Accessories Donate now Donate Join
624,The_Vegan_Society,91,Organisation: The Vegan Society URL: https://www.vegansociety.com/ Page Title: Landing page
625,The_Vegan_Society,1598,"The Vegan Society | Skip to main content Donate Join Members' Area News News Blog Events Competitions Media Press releases Statistics Spokespeople Market insights Vegan insight panel Plant milk market Meat alternative market Go Vegan Definition of veganism Why go vegan? Go vegan for animals Go vegan for the environment Go vegan for your health How many animals would I save? The honey industry How to go vegan Meal planning Take the Vegan Pledge VeGuide App - Go Vegan the Easy Way Get Involved Become a Member Campaigns Donate Donate Today Leaving A Gift In Your Will Giving in Loving Memory Raise funds Run for The Vegan Society Walk for The Vegan Society Collection tins Fundraising ideas Shop ethically with our affinity partners Vegan and Thriving 77 Challenge Volunteer Volunteer Roles Volunteer Profiles Apply Community Network Grants Join our newsletter Our work with policy makers Our Manifesto for Veganism Planting Value in the Food System How We Influence Policy COP27 Policy Briefing Climate Crisis Research Research News Research Advisory Committee Researcher Network On the Pulse Webinars Publications Research Day 2024: Vegan Pasts, Presents and Futures Empathy Index International Rights Network About the IRN IRN Blog What rights do vegans have? Veganism in the workplace Currently experiencing problems? International Vegan Rights Conference 2024 Veganise your town Business Discount list Wholesale opportunities Offer a competition World Vegan Month Lifestyle Nutrition and health Nutrition overview Nutrients Life stages Bone health Vegan Supplementation Medications Allergen"
626,The_Vegan_Society,1133,Rights Network About the IRN IRN Blog What rights do vegans have? Veganism in the workplace Currently experiencing problems? International Vegan Rights Conference 2024 Veganise your town Business Discount list Wholesale opportunities Offer a competition World Vegan Month Lifestyle Nutrition and health Nutrition overview Nutrients Life stages Bone health Vegan Supplementation Medications Allergen labelling Nutrition Network Fuelling an active lifestyle Vegan and Thriving Recipes Fashion Vegan shoes Vegan tattoos Food and drink Sandwich and wrap fillings Vegan-friendly options in UK chains Vegan on a budget Shopping Trademark search Lists of vegan items in UK supermarkets Social Travel Publications and video The Vegan magazine Books Leaflets Family Vegan-Inclusive Education School Vegan-Inclusive Education Resources Resources for vegan families Visiting animal sanctuaries Teen Hub The Vegan Pod General FAQs Vegan Trademark Shop VEG 1 Vegan Supplements Gifts & Accessories Donate now Donate Join Article Visit our exhibition Visit our free exhibition at the Library of Birmingham from Saturday 17 May to Saturday 23 August
627,The_Vegan_Society,1500,". Article Our Impact Read Our Impact 2024 report to see the difference our work is making. Campaign The Future is Vegan Together, let’s build a vegan future. News World’s Biggest-Ever Vegan Exhibition To Be Held In Birmingham Birmingham-based charity, The Vegan Society, celebrates its 80th year with an interactive exhibition, Veganism: Past, Present and Future. Blog What’s Next for Vegan Beauty? How innovation, ethics and sustainability are reshaping the cosmetics industry. Join The Vegan Society. To change society. Support our work, get helpful nutrition guidance and access over 100 member-exclusive discounts. Sign up from just £2 a month. Join From £2 a month Latest News & Blogs Blog Uncovering the Parallels: Bioessentialism, Queer Identity and the Denial of Animal Sentience Exploring the intersections of prejudice and pseudoscience. Blog 10 Ways to repurpose your VEG 1 tins This summer, we're urging you to get creative and give repurposing a go, starting with your empty VEG 1 tins. Blog Vegan medical nutrition: new innovations An update on how the company AYMES, along with our Trademark Team, have expanded their range of medical nutrition products suitable for vegans. Get Involved Campaign Planting Value in the Food System We've launched a new report showcasing our vision for a fairer food future. Visit the report website to explore the ideas and download the report. Article Volunteering There are a variety of ways to volunteer with us to help us promote veganism worldwide"
628,The_Vegan_Society,576,". Get Involved Campaign Planting Value in the Food System We've launched a new report showcasing our vision for a fairer food future. Visit the report website to explore the ideas and download the report. Article Volunteering There are a variety of ways to volunteer with us to help us promote veganism worldwide. Campaign Live Vegan for Less Vegan living doesn’t need to break the bank – use our tips and recipes to enjoy tasty meals on a budget. Sign-up for our newsletter Join our newsletter to receive monthly competitions, offers and information on all things vegan. Join"
629,The_Vegan_Society,94,Organisation: The Vegan Society URL: https://www.vegansociety.com/ Page Title: statistics page
630,The_Vegan_Society,1595,"Vegan Statistics | Vegan Fashion | Vegan Fashion Industry | Skip to main content Donate Join Members' Area News News Blog Events Competitions Media Press releases Statistics Spokespeople Market insights Vegan insight panel Plant milk market Meat alternative market Go Vegan Definition of veganism Why go vegan? Go vegan for animals Go vegan for the environment Go vegan for your health How many animals would I save? The honey industry How to go vegan Meal planning Take the Vegan Pledge VeGuide App - Go Vegan the Easy Way Get Involved Become a Member Campaigns Donate Donate Today Leaving A Gift In Your Will Giving in Loving Memory Raise funds Run for The Vegan Society Walk for The Vegan Society Collection tins Fundraising ideas Shop ethically with our affinity partners Vegan and Thriving 77 Challenge Volunteer Volunteer Roles Volunteer Profiles Apply Community Network Grants Join our newsletter Our work with policy makers Our Manifesto for Veganism Planting Value in the Food System How We Influence Policy COP27 Policy Briefing Climate Crisis Research Research News Research Advisory Committee Researcher Network On the Pulse Webinars Publications Research Day 2024: Vegan Pasts, Presents and Futures Empathy Index International Rights Network About the IRN IRN Blog What rights do vegans have? Veganism in the workplace Currently experiencing problems? International Vegan Rights Conference 2024 Veganise your town Business Discount list Wholesale opportunities Offer a competition World Vegan Month Lifestyle Nutrition and health Nutrition overview Nutrients Life stages Bone health"
631,The_Vegan_Society,1244,"and Futures Empathy Index International Rights Network About the IRN IRN Blog What rights do vegans have? Veganism in the workplace Currently experiencing problems? International Vegan Rights Conference 2024 Veganise your town Business Discount list Wholesale opportunities Offer a competition World Vegan Month Lifestyle Nutrition and health Nutrition overview Nutrients Life stages Bone health Vegan Supplementation Medications Allergen labelling Nutrition Network Fuelling an active lifestyle Vegan and Thriving Recipes Fashion Vegan shoes Vegan tattoos Food and drink Sandwich and wrap fillings Vegan-friendly options in UK chains Vegan on a budget Shopping Trademark search Lists of vegan items in UK supermarkets Social Travel Publications and video The Vegan magazine Books Leaflets Family Vegan-Inclusive Education School Vegan-Inclusive Education Resources Resources for vegan families Visiting animal sanctuaries Teen Hub The Vegan Pod General FAQs Vegan Trademark Shop VEG 1 Vegan Supplements Gifts & Accessories Donate now Donate Join Fashion and textiles You are here Home » News » Media » Statistics » Fashion and textiles Please find below a selection of statistics about fashion and textiles, both in the UK and around the world"
632,The_Vegan_Society,1573,". Disclaimer: this is a collation of third-party sources about topics connected to veganism. Some of the links are not to the original sources; we are sharing them to help journalists or researchers with their research and because they may form a helpful starting point. General Fashion Statistics Behavioural changes As of 2025, at least 25 countries have a full or partial ban on fur farming. One country (Israel) and 17 US cities have bans on the sale of fur completely. Source In 2021, The Vegan Society reported 48% of British shoppers want more vegan items across all fashion categories and 74% would be willing to pay more for plant-based leathers. There are many more statistics available within the report. Source In 2021, The Vegan Society found that 61.4% of British shoppers thought fur was cruel, and 32.5% said it was outdated. Source In 2020, a YouGov opinion poll revealed 93% of Brits rejected wearing animal fur and the majority (72%) support a complete ban on the sale of fur in the UK. The words that people most closely associate with a fashion brand selling fur are ""unethical"", ""outdated"", ""cruel"" and ""out of touch"". Source In 2020, Mintel reported that 57% of British shoppers are trying to make more ethical fashion choices, rising to 68% for 16–24-year-olds. Source Vegan products and business In 2025, Future Market Insights found that global vegan footwear market was valued at USD 34,752.1 million. Between 2025 and 2035, the market is expected to grow with an annual growth rate of 7.2%, year on year and to reach USD 71,625.1 million by 2035"
633,The_Vegan_Society,1592,". Source Vegan products and business In 2025, Future Market Insights found that global vegan footwear market was valued at USD 34,752.1 million. Between 2025 and 2035, the market is expected to grow with an annual growth rate of 7.2%, year on year and to reach USD 71,625.1 million by 2035. Source In March 2025, Statista forecast the vegan footwear market to reach 30 billion USD in the USA by 2030. Source In May 2024, Venuez reported that nearly 150 clothing brands are working with the Sustainable Apparel Coalition which promote environmentally-friendly and often plant-based materials. Source In September 2024, Statista forecast that the women's vegan fashion market is set to reach 1 trillion USD in the USA by 2028. Source In 2022, Data Bridge Market Research found the Global Bio-Based Leather Market was valued at $1,6530,000 million in 2021 and was expected to reach $3,5952,210 million by 2029. Source Vogue reported that in 2019, the stock of vegan fashion products increased by 258% across the UK and US. Source In January 2022, the Vegan Trademark has over 6,500 fashion items certified, including accessories, bags, footwear, clothing and sportswear from all-vegan, high street and luxury brands. The first vegan fashion items registered with the Vegan Trademark were by Freerangers in 1999, who registered 12 footwear and accessory items between 1999 and 2002. Source In March 2021, an Oxford University graduate student created vegan leather from succulents. The material is meant to biodegrade in 100 days when buried, which is supposedly unmatched compared to competitors"
634,The_Vegan_Society,1563,". The first vegan fashion items registered with the Vegan Trademark were by Freerangers in 1999, who registered 12 footwear and accessory items between 1999 and 2002. Source In March 2021, an Oxford University graduate student created vegan leather from succulents. The material is meant to biodegrade in 100 days when buried, which is supposedly unmatched compared to competitors. Source In 2021, Eurofins Chem-MAP registered with the Vegan Trademark – this is the first testing and auditing service specifically developed for testing apparel and footwear as vegan. Source In 2019, New Look became the first high street retailer in the UK to register with the Vegan Trademark, with a collection of 436 products. This makes up 60% of their available footwear and bags, with plans to increase the proportion of vegan products in the coming years. Source Designer, luxury, and high-end brands In March 2021, the first-ever clothing item made from mushroom leather was released by Stella McCartney. Source In April 2021, fashion house Karl Lagerfeld announced it is launching its first vegan cactus leather bag. Source In April 2021, Fossil announced they are launching a range of vegan bags made from cacti. Source In June 2021, Hermès announced that they are creating a bag with a fabric made from fungus. Source In June 2021, Gucci launched a range of vegan shoes made from wood pulp. Source Popular and high street brands Popular fashion brands with the Vegan Trademark include Superdry, Gola, New Look, George at Asda, Kurt Geiger, Accessorize and Grenson Shoes"
635,The_Vegan_Society,1507,". Source In June 2021, Hermès announced that they are creating a bag with a fabric made from fungus. Source In June 2021, Gucci launched a range of vegan shoes made from wood pulp. Source Popular and high street brands Popular fashion brands with the Vegan Trademark include Superdry, Gola, New Look, George at Asda, Kurt Geiger, Accessorize and Grenson Shoes. Sources [1][2][3][4][5][6][7] Many of Accessorize’s best-selling bags and accessories are now registered as vegan under the Vegan Trademark. Source In March 2021, fashion giant H&M announced they are launching a collection using cactus leather. Source In April 2021, Reebok announced the launch of their vegan running shoes. Source In April 2021, Adidas announced they are launching a new range of their iconic Stan Smith sneakers made from vegan mushroom leather. Source Kurt Geiger’s Spring/Summer 2021 collection launched with 55 styles of vegan footwear for men and women, including vegan leather and vegan suede, all registered with the Vegan Trademark. Source As of July 2020, all of George at Asda’s ladies’ bags were registered as vegan under the Vegan Trademark standards. Source In 2020, Tommy Hilfiger launched two sneakers made from recycled apple peel fibres. The fabric was developed by Frumat, which reinvents apple waste from the Italian food industry. In 2019, the label also teamed up with Lewis Hamilton for a vegan streetwear collection. Source In 2019, Hugo Boss launched a line of men’s trainers using pineapple plant fibres"
636,The_Vegan_Society,1592,. Source News News Blog Events Past events Submit an event Competitions Media Press releases Statistics Treatment of animals Worldwide growth of veganism Environment and sustainability Business and food sales The Vegan Trademark Health Beauty and household Fashion and textiles Families and children Spokespeople Market insights Vegan insight panel Plant milk market Meat alternative market Go Vegan Definition of veganism Why go vegan? Go vegan for animals Go vegan for the environment Go vegan for your health How many animals would I save? About the Veganalyser The honey industry How to go vegan Meal planning Take the Vegan Pledge Pledge testimonials VeGuide App - Go Vegan the Easy Way Get Involved Become a Member Campaigns Play Fair with Plant Milk Our campaign work so far Plant milk discrimination Share your experience of plant milk discrimination Help us change these discriminatory initiatives Conscious Choices Live Vegan for Less Blogs Recipe Hub Cost Comparison Research Catering for Everyone Vegan and Thriving Vegan & Thriving Recipes The Facts What Health Professionals Say Get Involved Thriving stories Perfect pairings Vegan Vote Climate Emergency Grow Green For campaigners For policy-makers For farmers Veganuary Vegan on the Go Planes Trains Make more medicines vegan The Future is Vegan Donate Donate Today Leaving A Gift In Your Will Giving in Loving Memory Raise funds Run for The Vegan Society Walk for The Vegan Society Collection tins Fundraising ideas Shop ethically with our affinity partners Vegan and Thriving 77 Challenge Volunteer Volunteer Roles Volunteer
637,The_Vegan_Society,1599,"For policy-makers For farmers Veganuary Vegan on the Go Planes Trains Make more medicines vegan The Future is Vegan Donate Donate Today Leaving A Gift In Your Will Giving in Loving Memory Raise funds Run for The Vegan Society Walk for The Vegan Society Collection tins Fundraising ideas Shop ethically with our affinity partners Vegan and Thriving 77 Challenge Volunteer Volunteer Roles Volunteer Profiles Apply Community Network Grants Grant application form FAQs Working with the media Join our newsletter Our work with policy makers Our Manifesto for Veganism Planting Value in the Food System Fix food and farming What should our food strategy look like? How We Influence Policy COP27 Policy Briefing Climate Crisis Research Research News Research Advisory Committee Researcher Network On the Pulse Webinars Publications Research Day 2024: Vegan Pasts, Presents and Futures Empathy Index International Rights Network About the IRN IRN Blog What rights do vegans have? Veganism in the workplace Currently experiencing problems? International Vegan Rights Conference 2024 Veganise your town Business Discount list Wholesale opportunities Offer a competition World Vegan Month Lifestyle Nutrition and health Nutrition overview Nutrients Protein Calcium Iron Vitamin B12 Omega-3 fat Iodine Selenium Zinc Vitamin A Vitamin D Vitamin K VEG 1 nutrition FAQs What Every Vegan Should Know About Vitamin B12 Life stages Pregnancy and breastfeeding Under-fives 5-10 year olds 11-18 year olds Older adults Bone health Vegan Supplementation Medications Allergen labelling Nutrition Network Fuelling an active"
638,The_Vegan_Society,1162,health Nutrition overview Nutrients Protein Calcium Iron Vitamin B12 Omega-3 fat Iodine Selenium Zinc Vitamin A Vitamin D Vitamin K VEG 1 nutrition FAQs What Every Vegan Should Know About Vitamin B12 Life stages Pregnancy and breastfeeding Under-fives 5-10 year olds 11-18 year olds Older adults Bone health Vegan Supplementation Medications Allergen labelling Nutrition Network Fuelling an active lifestyle Vegan and Thriving Recipes Fashion Vegan shoes Vegan tattoos Food and drink Sandwich and wrap fillings Vegan-friendly options in UK chains Vegan on a budget Shopping Trademark search Lists of vegan items in UK supermarkets Social Travel Publications and video The Vegan magazine Advertise with us Books Leaflets Family Vegan-Inclusive Education School Lesson Resources Vegan-Inclusive Education Resources Resources for vegan families Visiting animal sanctuaries Teen Hub The Vegan Pod General FAQs Vegan Trademark Blogs and news Vegan Trademark standards Alternatives to animal testing Vegan Trademark events Past events FAQs Vegan Trademark insights hub Trademarked products search Shop VEG 1 Vegan Supplements Gifts & Accessories Donate now Donate Join
639,The_Vegan_Society,99,Organisation: The Vegan Society URL: https://www.vegansociety.com/ Page Title: vegan trademark page
640,The_Vegan_Society,1594,"The Vegan Trademark | Trusted Vegan Labelling | Business | Skip to main content Donate Join Members' Area News News Blog Events Competitions Media Press releases Statistics Spokespeople Market insights Vegan insight panel Plant milk market Meat alternative market Go Vegan Definition of veganism Why go vegan? Go vegan for animals Go vegan for the environment Go vegan for your health How many animals would I save? The honey industry How to go vegan Meal planning Take the Vegan Pledge VeGuide App - Go Vegan the Easy Way Get Involved Become a Member Campaigns Donate Donate Today Leaving A Gift In Your Will Giving in Loving Memory Raise funds Run for The Vegan Society Walk for The Vegan Society Collection tins Fundraising ideas Shop ethically with our affinity partners Vegan and Thriving 77 Challenge Volunteer Volunteer Roles Volunteer Profiles Apply Community Network Grants Join our newsletter Our work with policy makers Our Manifesto for Veganism Planting Value in the Food System How We Influence Policy COP27 Policy Briefing Climate Crisis Research Research News Research Advisory Committee Researcher Network On the Pulse Webinars Publications Research Day 2024: Vegan Pasts, Presents and Futures Empathy Index International Rights Network About the IRN IRN Blog What rights do vegans have? Veganism in the workplace Currently experiencing problems? International Vegan Rights Conference 2024 Veganise your town Business Discount list Wholesale opportunities Offer a competition World Vegan Month Lifestyle Nutrition and health Nutrition overview Nutrients Life stages Bone health"
641,The_Vegan_Society,1171,and Futures Empathy Index International Rights Network About the IRN IRN Blog What rights do vegans have? Veganism in the workplace Currently experiencing problems? International Vegan Rights Conference 2024 Veganise your town Business Discount list Wholesale opportunities Offer a competition World Vegan Month Lifestyle Nutrition and health Nutrition overview Nutrients Life stages Bone health Vegan Supplementation Medications Allergen labelling Nutrition Network Fuelling an active lifestyle Vegan and Thriving Recipes Fashion Vegan shoes Vegan tattoos Food and drink Sandwich and wrap fillings Vegan-friendly options in UK chains Vegan on a budget Shopping Trademark search Lists of vegan items in UK supermarkets Social Travel Publications and video The Vegan magazine Books Leaflets Family Vegan-Inclusive Education School Vegan-Inclusive Education Resources Resources for vegan families Visiting animal sanctuaries Teen Hub The Vegan Pod General FAQs Vegan Trademark Shop VEG 1 Vegan Supplements Gifts & Accessories Donate now Donate Join The Vegan Trademark You are here Home » Vegan Trademark » The Vegan Trademark Trusted vegan labelling by the Vegan Trademark
642,The_Vegan_Society,1531,". The Vegan Trademark is an internationally recognised vegan product certification, established in 1990 by The Vegan Society, and has been helping make vegan products more accessible ever since. Registration with the trademark gives brands the confidence to shout about their vegan credentials. Look out for the Vegan Trademark on over 70,000 certified vegan products across the world, including cosmetics, clothing, food, drink, household items, and many more! Collaborations FAQs Report Misuse Know your industry? Cosmetics, Household and Toiletries Food, Drink and Supplements Supermarkets Fashion and Textiles Benefits of the Vegan Trademark Globally trusted registrations 86% of those that are vegan and plant-based in the US and UK think it’s important for vegan products to be certified by a third party and 79.2% would be likely to pay more for a product with visible certification compared to one without. [1] The Vegan Trademark is the most trusted and recognised vegan certification in the UK. [1] Find the trademark on over 70,000 products, in 65+ countries. We’re the leaders in bespoke vegan product registrations. Leave it to the experts Stay focused on what you do best - creating products! Leave the hard work of vegan verification to us. Our team of vegan experts ensure we always uphold the highest standards of quality. Let us become your partner in all things vegan - we work with you as the authority on third party vegan accreditation. Simple and guided process Our dedicated team helps every step of the way"
643,The_Vegan_Society,1549,". Our team of vegan experts ensure we always uphold the highest standards of quality. Let us become your partner in all things vegan - we work with you as the authority on third party vegan accreditation. Simple and guided process Our dedicated team helps every step of the way. We tailor quotes to company size and the number of products to ensure there are affordable options for businesses of all sizes, from small start-ups to large conglomerates. No cost surprises in choosing us. We include product updates and additions within your product package. We register products, which allows non-vegan brands to grow with us as they develop new vegan-friendly products to their ranges. Vegan market insights The most trusted global charity for all things vegan - we have popular vegan channels to promote your products on. Our network of vegan publications, PR, and other vegan charities allows for joint launch campaigns. Gain access to a wealth of knowledge, market insights and exposure you won’t find anywhere else. Access to relevant marketing opportunities in our Toolkit, helping you promote your products once registered. Sources: [1] Attest surveys completed online for The Vegan Society of 1000 UK and 1000 US primarily non-meat eating adults in November 2023 Current Vegan Trademark Holders The Vegan Trademark has so many products registered from a range of brands; we couldn't possibly show everyone here. We do regularly update this area so you can see who is expanding their vegan offering and you can also check out our Product Search"
644,The_Vegan_Society,1427,". We do regularly update this area so you can see who is expanding their vegan offering and you can also check out our Product Search. We pride ourselves on the support we give to those who register with the Trademark wherever we can, and we love getting feedback! Our Impact The Vegan Society works with thousands of brands to diligently ensure that the products registered with us can proudly display the Vegan Trademark. Not only do we pride ourselves on our high standard of customer service, but also the impact we know each brand registering with us has to make veganism more accessible to everyone. According to Attest surveys completed online for The Vegan Society of 1000 UK and 1000 US primarily non-meat eating adults in November 2023, 89% look for vegan certification logos on the packaging and/or promotional material when buying food and drink products for the first time. This just goes to show how essential it is for companies to get certified vegan to instill customer trust, stand out in the vegan market and make their vegan products accessible to all. The Vegan Trademark works with a company's manufacturers and supply chain to look at the individual ingredients in the production line to ensure that the finished product meets our high standards. For a product to be registered with the Vegan Trademark it needs to meet our standards of no animal derived ingredients or by-products used in the production"
